List0,List1,List2,List3,List4,List5,List6,List7,List8,List9,List10,List11
,,31897:car,23824:car,25253:car,22316:car,,30502:car,31848:car,32277:car,,
,,32009:truck,23834:car,25275:car,22334:car,,30567:car,31872:car,32342:car,,
,,32824:car,23911:car,25299:car,22374:car,,30602:car,31917:large bus,32351:car,,
,,32493:car,23920:car,25358:car,22394:car,,30645:car,31971:car,32407:car,,
,,32893:car,23926:car,25366:car,22411:car,,30713:car,32002:car,32487:car,,
,,,24155:car,25383:car,22434:car,,30760:car,32819:car,32543:car,,
,,,25100:car,25413:car,22474:car,,30798:car,32861:car,32574:car,,
,,,25095:car,25446:car,22491:car,,30833:car,,32621:car,,
,,,25097:car,25467:car,22513:car,,30886:truck,,32813:car,,
,,,25222:truck,25478:car,22548:car,,30915:car,,32836:car,,
,,,25176:car,25525:car,22571:car,,30960:car,,32865:car,,
,,,25205:car,25620:car,22603:car,,31001:car,,32896:car,,
,,,25213:car,25633:car,22672:car,,31043:car,,,,
,,,25271:car,25673:car,23496:car,,31111:car,,,,
,,,25280:car,25705:car,23575:car,,31801:car,,,,
,,,25307:car,25711:car,23644:car,,31844:car,,,,
,,,25339:car,25731:car,23645:car,,31881:car,,,,
,,,25401:car,25756:car,23563:car,,31907:car,,,,
,,,25362:car,27554:car,23560:car,,31957:car,,,,
,,,25417:car,27612:car,23561:car,,31991:truck,,,,
,,,25444:car,27635:car,23654:car,,32003:car,,,,
,,,25473:car,27830:car,23693:car,,32010:car,,,,
,,,25509:car,28338:car,23712:car,,32842:car,,,,
,,,26650:truck,29193:car,23729:car,,32870:car,,,,
,,,26775:truck,29200:car,23737:car,,,,,,
,,,29204:car,29931:car,23756:car,,,,,,
,,,29222:car,29931:truck,23762:car,,,,,,
,,,29216:car,29218:car,23776:car,,,,,,
,,,29231:car,29918:car,23802:car,,,,,,
,,,29213:car,29922:car,23814:car,,,,,,
,,,29954:car,30089:car,23828:car,,,,,,
,,,30077:car,30094:car,23839:car,,,,,,
,,,30083:car,30364:car,23864:car,,,,,,
,,,30092:car,30080:car,23882:car,,,,,,
,,,30078:car,30074:car,24157:car,,,,,,
,,,30620:car,30522:car,24199:car,,,,,,
,,,30643:car,30627:car,25110:car,,,,,,
,,,30533:car,30632:car,25248:car,,,,,,
,,,30745:car,30721:car,25318:car,,,,,,
,,,30859:car,30758:car,25395:car,,,,,,
,,,31038:car,30818:car,25414:car,,,,,,
,,,31044:car,30877:car,25551:car,,,,,,
,,,31123:car,30900:car,25379:car,,,,,,
,,,31119:car,30920:car,25077:car,,,,,,
,,,31141:car,30969:car,25084:car,,,,,,
,,,31134:car,30977:car,25073:car,,,,,,
,,,31402:car,31130:car,25637:truck,,,,,,
,,,31802:car,31791:car,25670:car,,,,,,
,,,32788:car,31803:car,25686:car,,,,,,
,,,32016:car,31839:car,25693:car,,,,,,
,,,32025:car,31841:car,25771:car,,,,,,
,,,,31125:car,26627:car,,,,,,
,,,,32007:car,26647:car,,,,,,
,,,,32846:truck,26713:car,,,,,,
,,,,32012:car,27533:car,,,,,,
,,,,32899:car,27535:car,,,,,,
,,,,,27534:car,,,,,,
,,,,,27565:car,,,,,,
,,,,,27610:car,,,,,,
,,,,,27629:car,,,,,,
,,,,,27630:car,,,,,,
,,,,,27663:car,,,,,,
,,,,,27700:car,,,,,,
,,,,,27712:car,,,,,,
,,,,,28350:car,,,,,,
,,,,,29190:car,,,,,,
,,,,,29221:car,,,,,,
,,,,,30069:car,,,,,,
,,,,,31151:car,,,,,,
,,,,,31850:car,,,,,,
,,,,,31859:car,,,,,,
,,,,,32005:car,,,,,,
